Brand Name,Fragrance Name,Family,Main Accords,Key Characteristics / Comparisons,Notes Breakdown - Top,Notes Breakdown - Middle,Notes Breakdown - Base,Sillage Performance,Longevity Performance,Wearability Gender,Wearability Best Seasons,Wearability Time of Day,Fragrantica Page,Concentration,Bottle volume (ml),Opened,Batch number,Production date,Expiration date,Barcode,Extra information,Perfumer,Launch year,Ingredients,Thumbnail image,Extra bottle,"Personal rating
(1 worst to 10 best)",Woman likes
Tabac,Tabac Wild Ride,Woody Spicy,"aromatic, amber, earthy, woody, fruity, warm spicy, mossy, patchouli, fresh spicy, fresh","Woody, spicy, and aromatic fragrance. Community reviews describe it as a fresh, masculine scent with a strong opening of citrus and green apple followed by smoky, woody, and ambery notes in the dry-down. It's often compared to fresh, woody scents like Montblanc Explorer and Mancera Cedrat Boise, and some even note a resemblance to Creed Aventus DNA but with a stronger focus on smoke and vetiver. Its fresh yet substantial character makes it a versatile, year-round fragrance, particularly good for daytime wear","Apple, Pelargonium and Cardamom","Moss, Amber and Elemi","Patchouli, Olibanum and Vetiver","Moderate, Strong","Moderate, Weak","Male, More male","Winter, Spring, Summer, Fall","Day, Night",https://www.fragrantica.com/perfume/Tabac/Tabac-Wild-Ride-75646.html,EDT,125,08/2025,3472,11/2022,UNDEFINED,4011700456048,,Vincent Schaller,2022,"Alcohol, water (aqua), fragrance (perfume), linalool, limonene, citral, hydroxycitronellal, geraniol, citronellol",https://fimgs.net/mdimg/perfume-thumbs/375x500.75646.avif,,,
Ted Lapidus,Lapidus Pour Homme,Oriental,"Woody, sweet, aromatic, amber, honey, balsamic, fresh spicy, warm spicy, tobacco, powdery","""Pure unadulterated 80s excess."" Masculine powerhouse. Great longevity. Sweet but also dirty. Intense and too strong for some. Reminds of Lord Al-Rehab, Hibernatus Paris Elysees, One Man Show Gold Edition Jacques Bogart, Boss Number One Hugo Boss, Kouros Yves Saint Laurent, Balenciaga Pour Homme Balenciaga.","Pineapple, Lavender, Artemisia, Juniper Berries, Basil, Lemon, Bergamot","Honey, Incense, Pine Tree, Rose, Brazilian Rosewood, Jasmine, Orris Root, Caraway, Lily-of-the-Valley, Petitgrain","Tobacco, Patchouli, Oakmoss, Musk, Amber, Sandalwood, Tonka Bean, Cedar","Strong, Enormous","Eternal, Long lasting","Male, More male","Winter, Spring, Summer, Fall","Day, Night",https://www.fragrantica.com/perfume/Ted-Lapidus/Lapidus-Pour-Homme-5943.html,EDT,100,06/2025,23C15,03/2023,UNDEFINED,3355992000260,,Martin Gras,1987,"ALCOHOL DENAT., AQUA/WATER/EAU, PARFUM/FRAGRANCE, METHYL CYCLODEXTRIN, ETHYLHEXYL SALICYLATE, LIMONENE, BUTYL METHOXYDIBENZOYLMETHANE, LINALOOL, CITRAL, ALCOHOL, TRIS(TETRAMETHYLHYDROXYPIPERIDINOL) CITRATE, FARNESOL, TETRASODIUM GLUTAMATE DIACETATE, EXT. D&C VIOLET NO. 2 (CI 60730), FD&C BLUE NO. 1 (CI 42090), FD&C RED NO. 4 (CI 14700)",https://fimgs.net/mdimg/perfume-thumbs/375x500.5943.avif,,,
Ted Lapidus,Lapidus Pour Homme Black Extreme,Oriental Fougere,"amber, warm spicy, woody, ozonic, white floral, fresh spicy, citrus, aquatic, sweet, vanilla","Warm, dark, and sweet Oriental Fougere scent, distinguished by violet leaf, orange blossom, and saffron, resting on a base of sweet tonka bean and resinous labdanum; its intense, mysterious character and great performance make it best suited for fall and winter evening wear","Violet Leaf, Black Pepper and Citruses","Orange Blossom, Woody Notes and Saffron",Tonka Bean and Labdanum,"Stong, Enormous","Long lasting, Eternal","Male, More male","Winter, Fall",Night,https://www.fragrantica.com/perfume/Ted-Lapidus/Lapidus-Pour-Homme-Black-Extreme-17085.html,EDT,100,11/2025,24A03,01/2024,UNDEFINED,3355992006965,"Made in France
Ref. 291017",Jean Jacques,2012,"ALCOHOL DENAT., FRAGRANCE / PARFUM, WATER / AQUA, CITRAL, HYDROXYCITRONELLAL, CINNAMAL, COUMARIN, GERANIOL, LINALOOL, BENZYL BENZOATE, CITRONELLOL, LIMONENE, ALPHA-ISOMETHYL IONONE",https://fimgs.net/mdimg/perfume-thumbs/375x500.17085.avif,,,
Ted Lapidus,Lapidus Pour Homme Gold Extreme,Oriental Spicy,"warm spicy, cinnamon, citrus, vanilla, fresh spicy, leather, soft spicy, aromatic, amber, sweet","Bold, warm, and spicy Oriental Amber scent dominated by a blend of cinnamon, cardamom, nutmeg, vanilla, and leather, praised for its strong performance and excellent value; it is frequently compared to Paco Rabanne 1 Million Privé or described as a spicier, darker take on the Boss Bottled apple/cinnamon theme, making it best for cold weather (Autumn/Winter) and evening wear","Pink Pepper, Pink Grapefruit and Cardamom","Cinnamon, Cloves, Orange and Nutmeg","Vanilla, Leather, Amber and Vetiver","Strong, Moderate","Long lasting, Moderate","Male, More male","Winter, Fall","Night, Day",https://www.fragrantica.com/perfume/Ted-Lapidus/Lapidus-Pour-Homme-Gold-Extreme-29571.html,EDT,100,,24 E 09,05/2024,UNDEFINED,3355992007801,"Made in France
Ref. 291017",Philippe Bousseton,2015,ALCOHOL DENAT. FRAGRANCE (PARFUM). WATER (AQUA). CITRAL. EUGENOL. HYDROXYCITRONELLAL. BENZYL SALICYLATE. CINNAMAL. COUMARIN. GERANIOL. LINALOOL. BENZYL BENZOATE. CITRONELLOL. LIMONENE. ALPHA ISOMETHYL IONONE,https://fimgs.net/mdimg/perfume-thumbs/375x500.29571.avif,,,
Ted Lapidus,TL Pour Lui,Oriental Woody,"vanilla, powdery, aromatic, lavender, woody, white floral, green, fresh spicy, musky, citrus","Oriental Woody scent praised for its value, smooth vanilla, and powdery/aromatic blend of lavender, mint, and orange blossom, frequently compared to a less sweet, more mature, and powdery version of JPG Le Male or Bogart Pour Homme, and is versatile but generally recommended for cooler days (Fall/Winter) or evening wear","Lavender, Mint, Orange Blossom and Bergamot","Vanilla, Lily-of-the-Valley and Cedar","Musk, Amber, Sandalwood and Patchouli","Strong, Moderate","Long lasting, Moderate","Male, More male","Fall, Winter, Spring","Day, Night",https://www.fragrantica.com/perfume/Ted-Lapidus/TL-Pour-Lui-5941.html,EDT,100,11/2025,24L15,12/2024,UNDEFINED,3355992002905,"Made in France
Ref 084007",Maurice Roucel and Norbert Bijaoui,2003,ALCOHOL DENAT. - FRAGRANCE / PARFUM - WATER / AQUA - ETHYLHEXYL METHOXYCINNAMATE - ETHYLHEXYL SALICYLATE - BUTYL METHOXYDIBENZOYLMETHANE - PROPYLENE GLYCOL - YELLOW 5 / CI 19140 - BLUE 1 / CI 42090 - HEXYL CINNAMAL - LINALOOL - COUMARIN - ALPHA-ISOMETHYL IONONE - LIMONENE - CINNAMAL - EUGENOL - CITRAL,https://fimgs.net/mdimg/perfume-thumbs/375x500.5941.avif,,,
Tesori d'Oriente,Sandalo del Kashmir & Vetiver,Woody,"woody, amber, aromatic, warm spicy, balsamic, powdery, earthy","Creamy, slightly spicy sandalwood and vetiver blend, with some finding a prominent, almost minty sweetness from the benzoin. It's often compared to L'Occitane's Eau des Baux and some even see a resemblance to Viktor & Rolf's Spicebomb or Initio's Rehab. Its warm and aromatic nature makes it best for colder days (fall/winter)",Ginger and Bergamot,"Benzoin, Green Tea and Rose","Sandalwood, Cashmere Wood and Vetiver","Moderate, Intimate","Moderate, Long lasting","Unisex, More male","Spring, Fall",Day,https://www.fragrantica.com/perfume/Tesori-d-Oriente/Sandalo-del-Kashmir-Vetiver-17137.html,EDT,100,08/2025,24482B05F,02/2024,UNDEFINED,8008970037066,,Unknown,2012,"ALCOHOL DENAT., AQUA, PARFUM, SANTALUM ALBUM WOOD EXTRACT, VETIVERIA ZIZANOIDES OIL, GLYCERIN, TOCOPHERYL ACETATE, CITRAL, CITRONELLOL, COUMARIN, GERANIOL",https://fimgs.net/mdimg/perfume-thumbs/375x500.17137.avif,,,
Tommy Hilfiger,Tommy,Citrus Aromatic,"green, fresh spicy, citrus, fruity, aromatic, lavender, fresh, powdery, floral","Classic, clean, fresh, and slightly sweet Citrus Aromatic fragrance, often described as a nostalgic '90s scent and sometimes compared to other fresh ""green"" scents; it is highly recommended as a versatile, easy-to-wear option best suited for hot days in spring and summer","Mint, Bergamot, Grapefruit and Lavender","Granny Smith Apple, Cranberry and Rose","Cotton Flower, Cactus and Amber","Moderate, Intimate","Moderate, Weak","Male, More male","Summer, Spring",Day,https://www.fragrantica.com/perfume/Tommy-Hilfiger/Tommy-6314.html,EDT,100,10/2025,10723N,12/2017,UNDEFINED,7640496670160,"Made in Italy
Réf 5011910
Box was open, no nylon",Annie Buzantian and Alberto Morillas,1995,"ALCOHOL DENAT., WATER\AQUA\EAU, FRAGRANCE (PARFUM), LINALOOL, LIMONENE, EUGENOL, HYDROXYCITRONELLAL, CITRONELLOL, CITRAL, CINNAMAL, GERANIOL",https://fimgs.net/mdimg/perfume-thumbs/375x500.6314.avif,,,
Tonino Lamborghini,Millennials,Woody Spicy,"woody, warm spicy, aromatic, amber, citrus, green, fruity, earthy, balsamic, smoky","Woody, spicy, and aromatic fragrance. Community reviews highlight a challenging rhubarb and grapefruit opening that can be off-putting initially but grows on some users. It dries down into a creamy, powdery, and warm scent with prominent clove, leather, and incense notes. It's considered a unique, all-season scent, with its warmth making it suitable for colder days. Some see a similarity to Lalique Hommage a l'Homme for its violet and smoky vibe.","Rhubarb, Grapefruit, Pink Pepper and Incense","Cloves, Amber, Violet and Leather","Vetiver, Cedar, Patchouli and Cashmere Wood","Moderate, Strong","Moderate, Long lasting","Male, More male","Winter, Spring, Summer, Fall","Day, Night",https://www.fragrantica.com/perfume/Tonino-Lamborghini/Millennials-68957.html,EDT,75,09/2025,D23IFA,04/2022,UNDEFINED,810876038010,,Unknown,2021,"Alcohol Denat., Parfum (fragrance), Aqua (water), Limonene, Linalool, Citronellol, Geraniol, Hydroxycitronellal, Coumarin, Benzyl Alcohol, Benzyl Benzoate, Citral, Eugenol",https://fimgs.net/mdimg/perfume-thumbs/375x500.68957.avif,,,
Ulric de Varens,Varens For Men Irish Coffee,Gourmand,"woody, vanilla, warm spicy, coffee, whiskey, powdery","Sweet, woody gourmand fragrance. Community reviews highlight a prominent, creamy coffee note blended with a boozy whiskey accord, often with a subtle vanilla sweetness. Reviewers note it's a good value for the price and praise its unique and cozy scent. Its warm, sweet profile makes it best suited for colder days (fall/winter). It's sometimes compared to Kilian's Black Phantom for a similar boozy gourmand vibe",Whiskey and Lemon,Coffee and Cedar,"Vanilla, Sandalwood and Musk","Moderate, Intimate","Moderate, Weak","Unisex, More male","Winter, Fall",Night,https://www.fragrantica.com/perfume/Ulric-de-Varens/Varens-For-Men-Irish-Coffee-88503.html,EDT,50,08/2025,A3144VH,04/2023,UNDEFINED,3326240054342,,Unknown,2023,"Alcohol denat., Aqua (Water), Parfum (Fragrance), Ethylhexyl methoxycinnamate, Ethylhexyl salicylate, Butyl methoxydibenzoylmethane, BHT, Cinnamal, Cinnamyl alcohol, Citral, Coumarin, Hexyl cinnamal, Limonene, CI 19140 (FD&C Yellow 5), CI 1470 0 (FD& C Red 4), CI 17200 (D&C Red 33)",https://fimgs.net/mdimg/perfume-thumbs/375x500.88503.avif,,,
Versace,The Dreamer,Aromatic / Floral,"White Floral, Aromatic, Iris, Fresh Spicy, Powdery, Amber, Herbal, Woody, Violet, Soft Spicy","Distinctive and polarizing Aromatic fragrance defined by its unique, airy, tobacco-floral accord with prominent notes of tobacco flower, lavender, clary sage, and iris, which the community views as a dreamy, sophisticated, and slightly synthetic yet unforgettable scent; while its unique profile is not directly comparable to designer peers, some see similarities to Mugler A*Men Pure Havane's tobacco note, and it is considered a versatile, signature scent best suited for moderate to cool weather like spring, fall, and cooler summer nights. Affordable, magic/dreamy, mystical/romantic. Unique, comforting, clean, nostalgic. Comparisons: Dolce&Gabbana Pour Homme (2012), Le Male Jean Paul Gaultier, Sculpture Homme Nikos","Juniper, Tarragon, Artemisia","Iris, Lily, Flax","Tobacco Blossom, Amber","Moderate, Intimate","Moderate, Long lasting","More male, Unisex","Spring, Fall, Summer","Night, Day",https://www.fragrantica.com/perfume/Versace/The-Dreamer-59417.html,EDT,100,06/2025,MS24,08/2024,UNDEFINED,8011003997848,Tester,Jean-Pierre Bethouart,1996,"Alcohol Denat. (SD Alcohol 39-C), Aqua (Water), Parfum (Fragrance), Coumarin, Limonene, Linalool, Alpha-Isomethyl Ionone, Geraniol, Citral, Cinnamal, Eugenol",https://fimgs.net/mdimg/perfume-thumbs/375x500.59417.avif,,,
Versace,Versace L'Homme,Woody Chypre,"Citrus, Warm Spicy, Woody, Aromatic, Green, Leather, Floral, Fresh Spicy, Mossy, Earthy","Masculine, bold, classic Woody Chypre that is celebrated by the community as a classy, sophisticated, 80s powerhouse scent with dominant notes of zesty lemon, basil, leather, oakmoss, and amber, often carrying an ""old-school barbershop"" DNA that some find too strong or mature; it is generally recommended as a long-lasting, potent fragrance best suited for the cooler days of fall and winter, though its citrus opening allows for versatile year-round wear in formal or professional settings. Sharp and warm, woody. Very masculine. Great longevity/projection. Captures 80s spirit. Compared to Dunhill for Men, One Man Show, Kouros","Lemon, Basil, Bergamot, Petitgrain, Green Notes","Carnation, Cinnamon, Patchouli, Sandalwood, Rose, Cedar, Jasmine","Leather, Oakmoss, Musk, Vanilla, Labdanum, Amber, Tonka Bean","Strong, Moderate","Long lasting, Moderate","Male, More male","Winter, Fall","Day, Night",https://www.fragrantica.com/perfume/Versace/Versace-L-Homme-647.html,EDT,100,07/2025,3009AZ,01/2023,UNDEFINED,8011003996735,Tester,Roger Pellegrino,1984,"ALCOHOL DENAT. (SD ALCOHOL 39-C), AQUA (WATER), PARFUM (FRAGRANCE), LIMONENE, PROPYLENE GLYCOL, COUMARIN, LINALOOL, ETHYLHEXYL METHOXYCINNAMATE, EUGENOL, CITRONELLOL, ALPHA-ISOMETHYL IONONE, GERANIOL, CITRAL, BUTYL METHOXYDIBENZOYLMETHANE, ETHYLHEXYL SALICYLATE, ISOEUGENOL, BENZYL BENZOATE, BENZYL ALCOHOL, CINNAMYL ALCOHOL",https://fimgs.net/mdimg/perfume-thumbs/375x500.647.avif,,,
Victorinox Swiss Army,Black Steel,Leather,"fresh spicy, woody, leather, aromatic, fresh, warm spicy","Dark, warm, spicy, and woody scent dominated by black pepper, smoky pine, and a leather/larch accord, praised as a hidden gem with great value often compared to the style of D&G The One or a lighter Zadig & Voltaire This is Him; its seductive, warm nature makes it best for cold weather (Autumn/Winter) and evening wear",Ginger and Black Pepper,Leather and Larch,Pine and Almond,"Moderate, Intimate","Moderate, Weak","Male, More male","Fall, Spring, Winter","Day, Night",https://www.fragrantica.com/perfume/Victorinox-Swiss-Army/Black-Steel-76884.html,EDT,100,,22C0970,03/2022,UNDEFINED,7611160127679,"Made in Switzerland
Ref V0000899",Daphné Bugey,2020,"Alcohol Denat., Aqua, Parfum, Limonene, BHT, Linalool, Coumarin, Citronellol, Geraniol, Alpha-Isomethyl Ionone, Citral, Benzyl Benzoate, Alcohol, Cinnamal, Tris (Tetramethylhydroxypiperidinol) Citrate, Eugenol, CI 15985, CI 60730",https://fimgs.net/mdimg/perfume-thumbs/375x500.76884.avif,,,
Visconti di Modrone,Acqua di Selva,Aromatic Fougere,"aromatic, woody, fresh spicy, citrus, green","Timeless, classic, and intensely green Aromatic Fougere with prominent pine, moss, and crisp citrus notes, often evoking an old-school, Italian barbershop vibe and sometimes likened to an Italian cousin of Dior Eau Sauvage or Pino Silvestre, making it best for Spring and Summer daytime wear due to its refreshing, clean character","Lemon, Basil, Bergamot, Rosemary and Lavender","Pine Tree, Thyme, Clary Sage, Geranium and Cloves","Peat, Vetiver, Cedar and Musk","Moderate, Intimate","Moderate, Weak","Male, More male","Spring, Summer, Fall",Day,https://www.fragrantica.com/perfume/Visconti-di-Modrone/Acqua-di-Selva-31997.html,Aftershave,100,,322041,UNKNOWN,UNKNOWN,8009150880311,Made in Italy,Unknown,1949,"ALCOHOL DENAT AQUA PARFUM SORBITOL HAMAMELIS VIRGINIANA DISTILLATE PEG-10
HYDROGENATED CASTOR OIL ALLANTOIN PVP BENZYL BENZOATE CITRAL EUERNIA FURFURACEA
EXTRACT EVERNIA PRUNASTRI EXTRACT GERANIOL LIMONENE LINALOOL
ALCOHOL DENAT WATER FRAGRANCE SORBITOL HAMAMELIS VIRGINIANA (WITCH HAZEL)
WATER PEG-40 HYDROGENATED CASTOR OIL ALLANTOIN PVP BENZYL BENZOATE CITRAL EUERNIA FURFURACEA
(TREEMOSS) EXTRACT EVERNIA PRUNASTRI (OAKMOSS) EXTRACT GERANIOL LIMONENE LINALOOL",https://fimgs.net/mdimg/perfume-thumbs/375x500.31997.avif,,,
Yves Saint Laurent,Kouros,Aromatic Fougere,"musky, animalic, aromatic, powdery, earthy, leather, honey, warm spicy, woody, aldehydic","Iconic, bold, and highly polarising Aromatic Fougere scent blending soapy aldehydes, herbal notes, honey, and a powerful animalic civet/musk/leather base; it is considered an ultra-masculine ""powerhouse"" best suited for fall and winter or as a statement scent in cooler weather","Aldehydes, Coriander, Clary Sage, Artemisia and Bergamot","Patchouli, Carnation, Vetiver, Jasmine, Geranium, Orris Root, Cinnamon and Lavender","Civet, Musk, Honey, Leather, Oakmoss, Amber, Tonka Bean and Vanilla","Enormous, Strong","Eternal, Long lasting","Male, More male","Winter, Fall, Spring","Night, Day",https://www.fragrantica.com/perfume/Yves-Saint-Laurent/Kouros-735.html,EDT,100,10/2025,38Y11Y5,01/2024,UNDEFINED,3365440003866,"Made in France
YSL Beaute
Formula 875283 04",Pierre Bourdon,1981,ALCOHOL • AQUA / WATER • PARFUM / FRAGRANCE • HEXYL CINNAMAL • HYDROXYCITRONELLAL • BUTYL METHOXYDIBENZOYLMETHANE • ALPHA-ISOMETHYL IONONE • COUMARIN • LINALOOL • EUGENOL • EVERNIA PRUNASTRI EXTRACT / OAKMOSS EXTRACT • CITRONELLOL • LIMONENE • GERANIOL • BENZYL BENZOATE • FARNESOL • CITRAL • CINNAMAL • BENZYL ALCOHOL (F.I.L. C276518/1),https://fimgs.net/mdimg/perfume-thumbs/375x500.735.avif,,,
Zadig & Voltaire,This Is Really Him! EDT Intense,Woody Amber Crisp,"woody, citrus, amber, metallic, white floral, aromatic","Modern, woody-amber scent that reviewers describe as captivating, metallic, and clean-dark, featuring a unique combination of Grapefruit, a Metallic Orange Blossom Accord, Palo Santo, and Amberwood, is often compared to a fresher, slightly cleaner, and more vibrant take on the original This Is Him! with an added powdery or metallic element but not widely compared to other brands, and is generally considered best for Fall, Spring, and Summer evening wear due to its warm, seductive, and woody-amber depth",Graperfuit and Lemon,Metallic notes and Orange Blossom,Palo Santo and Amberwood,"Moderate, Strong","Moderate, Long lasting","More male, Male","Fall, Spring, Summer","Day, Night",https://www.fragrantica.com/perfume/Zadig-Voltaire/This-Is-Really-Him-89350.html,EDT,100,,4005C9,01/2024,UNDEFINED,3423222106706,"Made in France
Ref 31 900 272
BEAUTE PRESTIGE",Nathalie Lorson,2024,"ALCOHOL, PARFUM (FRAGRANCE), AQUA (WATER), BUTYL METHOXYDIBENZOYLMETHANE, DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE, LIMONENE, LINALOOL, CITRONELLOL, CITRIC ACID, COUMARIN, GERANIOL, CINNAMAL, CITRAL, CI 60730 (EXT. VIOLET 2), CI 14700 (RED 4), CI 42090 (BLUE 1), CI 19140 (YELLOW 5)",https://fimgs.net/mdimg/perfume-thumbs/375x500.89350.avif,,,
Zara,Hypnotic Vanilla,Floral Fruity Gourmand,"Vanilla, Caramel, Sweet, White Floral, Powdery, Floral, Balsamic","Addictive, sweet, warm, and powdery vanilla fragrance with official notes of apricot flower, jasmine, bourbon vanilla, moss, and dulce de leche/caramel, which is widely considered an affordable, excellent-performing dupe for Dior Hypnotic Poison EDT; it is best suited as a sensual, cozy, and elegant scent for cooler temperatures like fall and winter, as its richness can be overwhelming in hot or humid weather","Apricot flower, Jasmine, Vanilla Bourbon, Moss, Caramel",N/A,N/A,"Moderate, Intimate","Moderate, Long lasting","Unisex, More female","Fall, Winter",Night (63%),https://www.fragrantica.com/perfume/Zara/Hypnotic-Vanilla-85038.html,EDP,30,07/2025,50920,04/2025,UNDEFINED,0110/553/999,,Unknown,2024,"ALCOHOL DENAT. · AQUA · PARFUM · ETHYLHEXYL METHOXYCINNAMATE · BENZYL BENZOATE · TOCOPHERYL ACETATE · BUTYL METHOXYDIBENZOYLMETHANE · ETHYLHEXYL SALICYLATE · FARNESOL · BENZYL ALCOHOL · LINALOOL · CI 19140 · Acid Red 33 · CI 42090",https://fimgs.net/mdimg/perfume-thumbs/375x500.85038.avif,,,
